esb_idx,jakarta_idx,brandName_esb,branchName_esb,latitude_esb,longitude_esb,brandName_jakarta,nama_restoran_jakarta,latitude_jakarta,longitude_jakarta,distance_m,name_similarity,token_overlap,match_confidence,match_reason
4018,24816,haka dimsum,Store Haka Kemang,-6.267,106.815,haka dimsum kemang,HAKA Dimsum KEMANG,-6.267,106.815,0.0,0.794,0.667,0.95,exact_location_moderate_name
4021,31946,hakuna matata,Hakuna Matata Pejaten,-6.276,106.821,hakuna matata pejaten,Hakuna Matata Pejaten,-6.276,106.821,0.0,0.796,0.667,0.95,exact_location_moderate_name
4023,37261,hakuna matata,Hakuna Matata Cijantung,-6.318,106.858,hakuna matata ,Hakuna Matata Jakarta,-6.318,106.858,0.0,1.0,1.0,0.95,exact_location_moderate_name
9139,14138,seblak teh betty,Seblak Rempah Indonesia Kemayoran,-6.159,106.866,seblak teteh urban,Seblak teteh URBAN,-6.159,106.866,0.0,0.292,0.0,0.5,second_pass_relaxed
885,46958, kremes pramesti,"Ayam Kremes Pramesti, Pulomas",-6.189,106.886, kremes pramesti  pulomas,Ayam Kremes Pramesti - Pulomas,-6.189,106.886,0.0,0.804,0.667,0.95,exact_location_moderate_name
954,23228, sekandang,Ayam Sekandang - Pondok Labu,-6.313,106.8, goreng sekandang pondok labu,"Ayam Goreng Sekandang, Pondok Labu",-6.313,106.8,0.0,0.546,0.25,0.95,exact_location_moderate_name
202,18938,aburi ,Aburi Kitchen,-6.175,106.86,aburi ,Aburi Kitchen,-6.175,106.86,0.0,1.0,1.0,0.95,exact_location_moderate_name
3957,30350,gyukaku,Gyu-Kaku Setiabudi One,-6.215,106.83,gyukaku japanese bbq,Gyu-Kaku Japanese BBQ,-6.215,106.83,0.0,0.589,0.333,0.95,exact_location_moderate_name
3947,32493,gyukaku,Gyu-kaku Kamaja,-6.242,106.792,gyukaku kamaja,Gyu-Kaku KAMAJA,-6.242,106.792,0.0,0.7,0.5,0.95,exact_location_moderate_name
195,21360,abuba,Abuba Steak Cipete,-6.278,106.807,abuba steak  cipete,ABUBA Steak - Cipete,-6.278,106.807,0.0,0.564,0.333,0.95,exact_location_moderate_name
1071,14601,bakmi aboen,BAKMI ABUN PINTU AIR,-6.163,106.833,bakmi aboen  pintu air,Bakmi Aboen (cabang pintu air),-6.163,106.833,0.0,0.706,0.5,0.95,exact_location_moderate_name
3949,34750,gyukaku,Gyu-kaku Lippo Mall Kemang,-6.26,106.813,gyukaku   kemang,Gyu-Kaku Lippo Mall Kemang,-6.26,106.813,0.0,0.7,0.5,0.95,exact_location_moderate_name
3950,21142,gyukaku,Gyu-Kaku Lotte Avenue,-6.224,106.824,gyukaku japanese bbq,Gyu-Kaku Japanese BBQ,-6.224,106.824,0.0,0.589,0.333,0.95,exact_location_moderate_name
1069,17431,bakmi 51,Bakmi 51,-6.182,106.854,bakmi  51,Bakmi Ayam 51,-6.182,106.854,0.0,1.0,1.0,0.95,exact_location_moderate_name
1062,32762,bakerzin,Bakerzin Pondok Indah Mall,-6.265,106.783,bakerzin pondok indah  2,Bakerzin Pondok Indah Mall 2,-6.265,106.783,0.0,0.555,0.25,0.95,exact_location_moderate_name
194,219,abuba,Abuba Steak Tanjung Duren,-6.174,106.782,abuba steak  tanjung duren,ABUBA Steak - Tanjung Duren,-6.174,106.782,0.0,0.5,0.25,0.95,exact_location_moderate_name
1059,30550,bakerzin,Bakerzin Kota Kasablanka,-6.223,106.842,bakerzin kota kasablanka,Bakerzin Kota Kasablanka,-6.223,106.842,0.0,0.583,0.333,0.95,exact_location_moderate_name
11042,24364,tori  japanese sate ,Fujiyama Fatmawati,-6.281,106.796,sate padang pariaman patmawati,Sate Padang Pariaman Patmawati,-6.281,106.796,0.0,0.117,0.0,0.5,second_pass_relaxed
3954,3107,gyukaku,Gyu-kaku Neo Soho,-6.175,106.79,gyukaku japanese bbq  neo soho,Gyu-Kaku Japanese BBQ - Neo Soho,-6.175,106.79,0.0,0.497,0.2,0.85,close_contains_match
961,21471, taliwang asad,Ayam Taliwang As'ad - Cipete,-6.277,106.799, taliwang asad cipete raya,"Ayam Taliwang As'ad, Cipete Raya",-6.277,106.799,0.0,0.705,0.5,0.95,exact_location_moderate_name
959,9197, talari,Ayam Talari,-6.169,106.77, talari  spesialis  kremes ,Ayam Talari * spesialis ayam kremes *,-6.169,106.77,0.0,0.557,0.333,0.95,exact_location_moderate_name
3955,20441,gyukaku,Gyu-kaku Pondok Indah Mall,-6.265,106.782,gyukaku pondok indah  2,Gyu-Kaku Pondok Indah Mall 2,-6.265,106.782,0.0,0.545,0.25,0.95,exact_location_moderate_name
3956,20246,gyukaku,Gyu-kaku Senayan City,-6.228,106.797,gyukaku senayan city,Gyu-Kaku Senayan City,-6.228,106.797,0.0,0.589,0.333,0.95,exact_location_moderate_name
1057,2545,bakerzin,Bakerzin Central Park,-6.178,106.791,bakerzin central park,Bakerzin Central Park,-6.178,106.791,0.0,0.599,0.333,0.95,exact_location_moderate_name
385,41449,angkringan kita,Angkringan Kita,-6.367,106.89,angkringan kita,Angkringan Kita,-6.367,106.889,110.51,1.0,1.0,0.85,close_distance_decent_similarity
630,28725, geprek idr,AYAM GEPREK IDR - JAGAKARSA,-6.341,106.829, geprek meila,Ayam Geprek Meila,-6.341,106.828,110.51,0.352,0.5,0.6,relaxed_wide_net
10670,27638,tempong tenda,NASI TEMPONG TENDA JAGAKARSA,-6.359,106.8, tempong tenda,Nasi Tempong Tenda,-6.359,106.801,110.51,1.0,1.0,0.85,close_distance_decent_similarity
9019,37331,sate,Sate,-6.347,106.862,sate  dan  bakar mbak mur,Sate ayam dan ayam bakar “mbak Mur”,-6.347,106.863,110.51,0.469,0.2,0.85,close_contains_match
9729,31213,  asli bogor kang jamal,SOTO MIE ASLI BOGOR KANG JAMAL CILANDAK,-6.297,106.801,  asli bogor kang jamal,"Soto Mie Asli Bogor ""Kang Jamal""",-6.297,106.8,110.52,1.0,1.0,0.85,close_distance_decent_similarity
1500,23220,bento yay sushi yay dimsum yay nayam fastfit  kulit pas kantong murame,YAY! Cilandak Jagakarsa,-6.311,106.813,mino dimsum,Mino Dimsum,-6.311,106.814,110.52,0.104,0.0,0.5,second_pass_relaxed
1713,40165,boga ,Boga Kitchen Tamini,-6.305,106.887,boga  taman mini,Boga Kitchen Taman Mini,-6.305,106.886,110.52,0.56,0.333,0.85,close_contains_match
9029,30934,sate dombud,Sate Dombud Tanjung Barat,-6.306,106.84,sate dombud,Sate Dombud,-6.306,106.841,110.52,1.0,1.0,0.85,close_distance_decent_similarity
9181,26040,sederhana,Sederhana Lebak Bulus,-6.298,106.774,restoran sederhana lebak bulus,Restoran Sederhana Lebak Bulus,-6.298,106.775,110.52,0.538,0.25,0.85,close_contains_match
9203,25930,segara at backyard,Segara at Backyard,-6.301,106.794,segara at backyard,Segara at Backyard,-6.301,106.793,110.52,1.0,1.0,0.85,close_distance_decent_similarity
9532,31023,sliced pizzeria,Sliced Pizzeria Cibis,-6.293,106.815,sliced pizzeria,Sliced Pizzeria,-6.293,106.814,110.52,1.0,1.0,0.85,close_distance_decent_similarity
2690,24294,dkriuk pasar minggu,Dkriuk Kebagusan 1,-6.301,106.831,waras pasar minggu,Waras Pasar Minggu,-6.301,106.83,110.52,0.427,0.667,0.75,token_overlap_close
6938,24114, goreng nagih mama gigi,NASI GORENG NAGIH MAMA GIGI - CILANDAK,-6.298,106.803, goreng dapur mandor,AYAM GORENG DAPUR MANDOR,-6.298,106.802,110.52,0.228,0.0,0.5,second_pass_relaxed
9071,37874,sate tegal ibu soedjani,Sate Tegal Ibu Soejani - Green Terrace TMII,-6.304,106.887,sate kiloan psk,Sate Kiloan PSK,-6.304,106.886,110.52,0.209,0.0,0.5,second_pass_relaxed
6783,24009,mr roastman,MR ROASTMAN CIBIS PARK,-6.293,106.815,mr roastman  cibis park,Mr Roastman - Cibis Park,-6.293,106.814,110.52,0.7,0.5,0.85,close_distance_decent_similarity
9073,28856,sate tongseng pasutri x ori,Sate Tongseng Pasutri x ORI Jagakarsa,-6.327,106.823,sate padang standar,Sate padang Standar,-6.327,106.824,110.52,0.188,0.0,0.5,second_pass_relaxed
3352,20488,gb ,GB Bistro & Dessert,-6.253,106.801,gb ,GB Cafe,-6.253,106.802,110.53,1.0,1.0,0.85,close_distance_decent_similarity
4896,26503,kebuli alkhalid,KEBULI AL-KHALID SEMANGGI,-6.249,106.827, kebuli al castro,Nasi kebuli al castro,-6.249,106.826,110.53,0.294,0.0,0.5,second_pass_relaxed
5225,25499,komeya,KOMEYA,-6.273,106.775,komeya pondok indah,KOMEYA PONDOK INDAH,-6.273,106.774,110.53,0.577,0.333,0.85,close_contains_match
1140,27018,bakmi woy,Bakmi Woy Duren Tiga,-6.258,106.833,bakmi woy,bakmi woy,-6.258,106.834,110.53,1.0,1.0,0.85,close_distance_decent_similarity
3380,24709,genki sushi,GK PONDOK INDAH,-6.266,106.783,genki sushi,Genki Sushi,-6.266,106.782,110.53,1.0,1.0,0.85,close_distance_decent_similarity
10531,40235,tahu go,"Tahu Go!, Pinang Ranti",-6.29,106.883,tahu jeletot taisi,Tahu Jeletot Taisi,-6.29,106.882,110.53,0.244,0.0,0.5,second_pass_relaxed
1216,25393, prabu bintaro,Bakso Prabu Bintaro,-6.264,106.756,taliwang h jenk bintaro permai,Taliwang H. Jenk Bintaro Permai,-6.264,106.757,110.53,0.192,0.0,0.5,second_pass_relaxed
10884,32775,tiga wonton,TIGA WONTON - PIM,-6.266,106.782,tiga wonton,Tiga Wonton,-6.266,106.783,110.53,1.0,1.0,0.85,close_distance_decent_similarity
9117,26941,seafood 48  duren tiga,SEAFOOD 48 - DUREN TIGA,-6.254,106.832,  mahardika duren tiga,Warung makan mahardika Duren Tiga,-6.254,106.833,110.53,0.35,0.5,0.6,relaxed_wide_net
5297,27092, aceh 7  roti bakar,KOPI ACEH 7 & ROTI PISANG BAKAR,-6.258,106.814,spaghetti 7 kemang,Spaghetti 7 Kemang,-6.258,106.813,110.53,0.17,0.0,0.5,second_pass_relaxed
347,20560,amigos,Amigos Kemang,-6.265,106.821,amigos   cantina kemang,Amigos Bar & Cantina Kemang,-6.265,106.82,110.53,0.567,0.333,0.85,close_contains_match
6630,34801,mo tahu aja,Mo Tahu Aja! Pondok Pinang,-6.273,106.772,tahu gejrot bang ganteng,Tahu Gejrot Bang Ganteng,-6.273,106.773,110.53,0.187,0.0,0.5,second_pass_relaxed
10713,31020,thai i love you,Thai I Love You - Citos,-6.292,106.799,thai restoran,Thai Restoran,-6.292,106.8,110.53,0.209,0.0,0.5,second_pass_relaxed
10721,25507,thai street,Thai Street Kemang Village,-6.261,106.812,thai street   kemang,Thai Street Lippo Mall Kemang,-6.261,106.813,110.53,0.794,0.667,0.85,close_distance_decent_similarity
6623,20635,mm juice,MM Juice Melawai,-6.246,106.799,mm juice melawai,MM Juice Melawai,-6.246,106.798,110.53,0.767,0.667,0.85,close_distance_decent_similarity
7609,24723,pempek nusantara,Pempek Nusantara,-6.267,106.781,pempek tengil tenggiri asli,"Pempek Tengil ""Tenggiri Asli""",-6.267,106.78,110.53,0.206,0.0,0.5,second_pass_relaxed
4378,32785,hoy tod,Hoy Tod Seafood Omelette - PIM,-6.266,106.784,hoy tod pondok indah ,Hoy Tod Pondok Indah Mall,-6.266,106.785,110.53,0.656,0.5,0.85,close_distance_decent_similarity
8177,24435,rays bottle of joe,Ray's Bottle of Joe,-6.274,106.83,rboj   rays bottle of joe central,RBoJ Coffee / Ray's Bottle of Joe Central,-6.274,106.831,110.53,0.787,0.667,0.85,close_distance_decent_similarity
12026,37050,yo ben  and ,YO BEN COFFEE AND EATERY,-6.259,106.885,yo ben   ,Yo Ben Coffee & Eatery,-6.259,106.886,110.53,0.792,0.667,0.85,close_distance_decent_similarity
857,25342, kremes pramesti,AYAM KREMES PRAMESTI BINTARO 1,-6.272,106.755, kremes bu tjondro bintaro,Ayam Kremes Bu Tjondro Bintaro,-6.272,106.754,110.53,0.215,0.0,0.5,second_pass_relaxed
8302,24055,reddog,REDDOG CILANDAK TOWN SQUARE,-6.292,106.799,reddog cilandak town square,Reddog Cilandak Town Square,-6.292,106.8,110.53,0.509,0.25,0.85,close_contains_match
4055,20018,hang tuah   toastery,Hang Tuah - Poins,-6.29,106.779,hang tuah  poins square,Hang Tuah - Poins Square,-6.29,106.778,110.53,0.355,0.5,0.6,relaxed_wide_net
579,43428, bakar mas mono,AYAM BAKAR MAS MONO KALIMALANG,-6.247,106.909,jajanan sosis bakar dan  mercon king salman,Jajanan sosis bakar dan bakso mercon king salman,-6.247,106.91,110.53,0.141,0.0,0.5,second_pass_relaxed
11993,19985,yakiniku like,Yakiniku Like Lippo Kemang,-6.261,106.812,yakiniku like   kemang,Yakiniku Like Lippo Mall Kemang,-6.261,106.813,110.53,0.803,0.667,0.85,close_distance_decent_similarity
5226,27504,kominka japanese cuisine,Kominka Japanese Cuisine,-6.234,106.813,okuzono japanese dining,Okuzono Japanese Dining,-6.234,106.812,110.54,0.271,0.0,0.5,second_pass_relaxed
6788,21093,mr park scbd  01,MR PARK - SCBD,-6.228,106.809,mozzeria  scbd park,Mozzeria Cafe SCBD Park,-6.228,106.81,110.54,0.324,0.5,0.6,relaxed_wide_net
12115,23581,zodiac senopati,zodiac ,-6.231,106.809,bubur  senopati,Bubur Ayam Senopati,-6.231,106.808,110.54,0.32,0.5,0.6,relaxed_wide_net
9040,23621,sate maranggi mak igun khas purwakarta,Sate Maranggi mak Igun khas Purwakarta,-6.224,106.823,sate khas senayan  shopping avenue,Sate Khas Senayan Lotte Shopping Avenue,-6.224,106.824,110.54,0.19,0.0,0.5,second_pass_relaxed
5629,30475,kung fu fried chicken,KUNGFU FRIED CHICKEN-PLAZA FESTIVAL MALL KUNINGAN,-6.213,106.83,chicken cobek dan  betawi bang dul,Chicken Cobek Dan Soto Betawi Bang Dul,-6.213,106.829,110.54,0.122,0.0,0.5,second_pass_relaxed
6335,23623,marugame udon,R006. KUNINGAN CITY,-6.225,106.829,marugame udon kuningan city lantai ground,"Marugame Udon Kuningan City, Lantai Ground",-6.225,106.83,110.54,0.578,0.333,0.85,close_contains_match
1064,19305,bakerzin,Bakerzin Senayan Park,-6.212,106.805,bakerzin senayan park,Bakerzin Senayan Park,-6.212,106.804,110.54,0.599,0.333,0.85,close_contains_match
7420,20159,pacific century,AMAS KITCHEN,-6.225,106.811,wee nam kee chicken rice pacific place,"Wee Nam Kee Chicken Rice, Pacific Place",-6.225,106.81,110.54,0.163,0.0,0.5,second_pass_relaxed
6557,36991, star,MIE STAR Patra Jasa Office Tower,-6.234,106.823, star patra jasa office tower,MIE STAR Patra Jasa Office Tower,-6.234,106.824,110.54,0.455,0.2,0.85,close_contains_match
5049,45863,kibo cheese,KIBO CHEESE DUREN SAWIT,-6.218,106.932,cheese sticks bu dju,Cheese Sticks Bu Dju,-6.218,106.933,110.54,0.196,0.0,0.5,second_pass_relaxed
645,1091, geprek lol,Ayam Geprek LOL - Palmerah,-6.201,106.786, geprek lol  palmerah,Ayam Geprek LOL - Palmerah,-6.201,106.785,110.54,0.774,0.667,0.85,close_distance_decent_similarity
11876,33269,woobo,WooBo,-6.24,106.806,woobo,WooBo,-6.24,106.805,110.54,1.0,1.0,0.85,close_distance_decent_similarity
674,27318, gepuk pak gembus,AYAM GEPUK PAK GEMBUS TENDEAN RAYA,-6.24,106.829, gepuk pak gembus,Ayam Gepuk Pak Gembus,-6.24,106.83,110.54,1.0,1.0,0.85,close_distance_decent_similarity
11325,46117,warteg kharisma bahari,WARTEG Kharisma Bahari,-6.21,106.938,warteg kharisma bahari khalid,Warteg Kharisma Bahari Khalid,-6.21,106.939,110.54,0.859,0.75,0.85,close_distance_decent_similarity
11996,13594,yakiniku like,Yakiniku Like Senayan Park,-6.213,106.804,yakiniku like  senayan park,Yakiniku Like - Senayan Park,-6.213,106.803,110.54,0.7,0.5,0.85,close_distance_decent_similarity
10951,23604,tokyo belly,"Tokyo Belly, Kuningan City",-6.225,106.83,tokyo belly  kuningan city,Tokyo Belly Mall Kuningan City,-6.225,106.829,110.54,0.683,0.5,0.85,close_distance_decent_similarity
4798,12277,kantin sunda ibu teti,Kantin Sunda Ibu Teti,-6.209,106.739,kantin  julyan meruya,"Kantin Soto Julyan, Meruya",-6.209,106.738,110.54,0.213,0.0,0.5,second_pass_relaxed
1148,15947,bakmi woy,Bakmi Woy! - Menara Kompas,-6.21,106.796,bakmi jawa bbj,Bakmi Jawa BBJ,-6.21,106.795,110.54,0.283,0.0,0.5,second_pass_relaxed
5070,30348,kimukatsu,Kimukatsu Epiwalk Kuningan,-6.218,106.835,kimukatsu epiwalk kuningan,Kimukatsu Epiwalk Kuningan,-6.218,106.836,110.54,0.588,0.333,0.85,close_contains_match
8647,36998, putri,RM. Putri Wisma Mulia,-6.236,106.825, putri  wisma mulia,RM. Putri @ Wisma Mulia,-6.236,106.824,110.54,0.57,0.333,0.85,close_contains_match
7857,25217,pizza e birra,"Pizza E Birra, Gandaria City",-6.244,106.784,pizza hut ristorante  gandaria city,Pizza Hut Ristorante - Gandaria City,-6.244,106.783,110.54,0.185,0.0,0.5,second_pass_relaxed
4845,3849,kebab monster,Kebab Monster Syahdan,-6.201,106.783,republic kebab premium  pal merah,Republic Kebab Premium - Pal Merah,-6.201,106.784,110.54,0.187,0.0,0.5,second_pass_relaxed
7860,5343,pizza e birra,"Pizza e Birra Delivery, Legit Joglo",-6.217,106.766,dominos pizza,Domino's Pizza,-6.217,106.767,110.54,0.215,0.0,0.5,second_pass_relaxed
6450,44497,mgr  gerus rawamangun,Mie Gerus Rawamangun,-6.202,106.886, gerus rawamangun,Mie Gerus Rawamangun,-6.202,106.885,110.54,0.833,0.667,0.85,close_distance_decent_similarity
10373,30516,sushi moo,SUSHIMOO KUNINGAN (Event Sabang sampai Merauke),-6.224,106.824,kappa sushi    ,Kappa Sushi - Lotte Mall Jakarta,-6.224,106.823,110.54,0.283,0.5,0.6,relaxed_wide_net
10397,34109,sushi stop,SUSHI STOP CIPULIR,-6.238,106.762,sushi stop  cipulir,"Sushi Stop , Cipulir",-6.238,106.763,110.54,0.781,0.667,0.85,close_distance_decent_similarity
2648,20588,dimsum tokyo,Dimsum Tokyo,-6.244,106.8,haka dimsum ,HAKA Dimsum Blok M,-6.244,106.799,110.54,0.29,0.5,0.6,relaxed_wide_net
6472,5513,  bang manan,Mie ayam bang manan,-6.214,106.77,surabi duren bang zaoy,Surabi duren Bang Zaoy,-6.214,106.769,110.54,0.193,0.0,0.5,second_pass_relaxed
10868,36088,the rr chocolate,The RR Chocolate Senopati,-6.231,106.808,the betawi salad senopati,The Betawi Salad Senopati,-6.231,106.809,110.54,0.184,0.0,0.5,second_pass_relaxed
2510,10467,dancing chicken,Dancing Chicken Kemanggisan [Cloud],-6.201,106.784,tatul meals beef  chicken,Tatul Meals (Beef & Chicken),-6.201,106.785,110.54,0.218,0.0,0.5,second_pass_relaxed
10101,18805,starbucks,STARBUCKS METROPOLE XXI,-6.2,106.844,starbucks,Starbucks,-6.2,106.843,110.54,1.0,1.0,0.85,close_distance_decent_similarity
8952,5395,sambal rampai,Nyambel Rampai Geh - Meruya,-6.211,106.731,ceker nyonyor  sambal ijo,Ceker nyonyor ayam sambal ijo,-6.211,106.732,110.54,0.21,0.0,0.5,second_pass_relaxed
1581,20549,bistrogram,Bistrogram De'cikajang,-6.242,106.81,bistrogram,Bistrogram,-6.242,106.811,110.54,1.0,1.0,0.85,close_distance_decent_similarity
10860,20357,the rr chocolate,The RR Chocolate Gandaria City,-6.244,106.783,cat  the fiddle,Cat & the Fiddle,-6.244,106.784,110.54,0.2,0.0,0.5,second_pass_relaxed
5850,43865,lekker story pisangan,Lekker Story Pisangan,-6.214,106.879,  pasir an pisangan timur,Soto Ayam Pasir an Pisangan Timur,-6.214,106.88,110.54,0.217,0.0,0.5,second_pass_relaxed
7591,34774,peko peko ramen,PEKO PEKO RAMEN PLAZA BLOK M,-6.244,106.798,jiroku ramen melawai,JIROKU RAMEN MELAWAI,-6.244,106.799,110.54,0.22,0.0,0.5,second_pass_relaxed
2929,42669,emados,Emados - Basura Jakarta Timur,-6.229,106.893,emados basura,Emado's Basura,-6.229,106.892,110.54,0.689,0.5,0.85,close_distance_decent_similarity
10895,15847,titik temu agora,Titik Temu Agora,-6.199,106.822,nannys pavillon agora ,Nanny’s Pavillon Agora Mall,-6.199,106.823,110.54,0.194,0.0,0.5,second_pass_relaxed
10558,19316,tanah air  ,Tanah Air Resto & Cafe,-6.213,106.8,tanah air   ,TANAH AIR Resto & Cafe,-6.213,106.801,110.54,1.0,1.0,0.85,close_distance_decent_similarity
7546,21148,pastis pool  ,PASTIS POOL & BAR,-6.207,106.828,pastis pool  ,Pastis Pool Bar Jakarta,-6.207,106.827,110.54,1.0,1.0,0.85,close_distance_decent_similarity
3942,19301,gyukaku,Gyu-Kaku Citywalk Sudirman,-6.209,106.818,gyukaku citywalk sudirman,Gyu-Kaku Citywalk Sudirman,-6.209,106.819,110.54,0.565,0.333,0.85,close_contains_match
10802,32427,the peoples ,CloudKitchen Blok M - The People's Cafe,-6.245,106.803,the misoa story,The Misoa Story,-6.245,106.802,110.54,0.238,0.0,0.5,second_pass_relaxed
319,44570,almaz fried chicken,Almaz Fried Chicken - Pondok Kelapa,-6.243,106.934,almaz fried chicken  pondok kelapa,Almaz Fried Chicken - Pondok Kelapa,-6.243,106.935,110.54,0.759,0.6,0.85,close_distance_decent_similarity
10697,14342,terra,TERRA SENAYAN ARCADIA,-6.224,106.801,bali terrace ,Bali Terrace Restaurant,-6.224,106.8,110.54,0.476,0.0,0.85,close_contains_match
10362,19306,sushi kaiyo,SUSHI KAIYO SENAYAN PARK,-6.212,106.805,secret sushi senayan park,Secret Sushi Senayan Park,-6.212,106.804,110.54,0.197,0.0,0.5,second_pass_relaxed
4918,51015, bongo,Kedai Bongo,-6.171,106.91, uduk bongo raya ,Nasi Uduk Bongo Raya Kelapa Gading,-6.171,106.911,110.55,0.583,0.333,0.85,close_contains_match
6119,18794,mak maul ,Mak Maul Kitchen Raden Saleh,-6.191,106.843,mak maul ,Mak Maul Kitchen,-6.191,106.844,110.55,1.0,1.0,0.85,close_distance_decent_similarity
1193,1048, malang nonik,BAKSO MALANG NONIK PURI INDAH,-6.189,106.755, malang nonik,Bakso Malang Nonik,-6.189,106.756,110.55,1.0,1.0,0.85,close_distance_decent_similarity
9490,1013,sinari ,Sinari Kitchen,-6.189,106.735,sinari  indah ,Sinari Puri Indah Mall,-6.189,106.734,110.55,0.7,0.5,0.85,close_distance_decent_similarity
9308,18579,shake shake in a tub,Shake Shake In A Tub Green Pramuka Square,-6.189,106.875,shake shake,Shake shake,-6.189,106.874,110.55,0.613,0.25,0.85,close_distance_decent_similarity
8293,55527,reddog,REDDOG MALL OF INDONESIA,-6.151,106.893,reddog   of ,Reddog - Mall of Indonesia,-6.151,106.892,110.55,0.74,0.5,0.85,close_distance_decent_similarity
5877,3128,liliwetan,LILIWETAN TANJUNG DUREN,-6.174,106.783,liliwetan tanjung duren,LILIWETAN TANJUNG DUREN,-6.174,106.784,110.55,0.602,0.333,0.85,close_distance_decent_similarity
9910,16805,spoonify,SPOONIFY PETOJO,-6.168,106.817,spoonify hub jkt pusat,SPOONIFY HUB (JKT Pusat),-6.168,106.816,110.55,0.56,0.25,0.85,close_contains_match
6114,37,maison feerie,Maison Feerie - Central Park Mall,-6.177,106.791,maison tatsuya central park,MAISON TATSUYA Central Park,-6.177,106.792,110.55,0.215,0.0,0.5,second_pass_relaxed
9678,13847,sop kaki kambing aban,SKK A-BAN (Pecenongan),-6.163,106.827,kantin aban sop kaki  sate kambing 28,Kantin Aban (Sop Kaki & Sate Kambing 28),-6.163,106.826,110.55,0.408,0.571,0.6,relaxed_wide_net
5849,3167,lekker dan  tanjung duren,Lekker dan kopi Tanjung duren,-6.18,106.784,home  tanjung duren,Home Kitchen Tanjung Duren,-6.18,106.785,110.55,0.374,0.5,0.6,relaxed_wide_net
1070,59640,bakmi aboen,BAKMI ABUN KELAPA GADING,-6.162,106.908,bakmi aboen ,Bakmi Aboen Kelapa Gading,-6.162,106.909,110.55,1.0,1.0,0.85,close_distance_decent_similarity
10228,14676,subway,SUBWAY HARMONI EXCHANGE,-6.164,106.821,subway harmoni exchange,Subway Harmoni Exchange,-6.164,106.82,110.55,0.557,0.333,0.85,close_contains_match
2129,16136,choipan passer baroe,Choipan Passer Baroe - POSBLOC Jakarta,-6.167,106.833,counter choipan passer baroe,Counter Choipan Passer Baroe,-6.167,106.834,110.55,0.85,0.75,0.85,close_distance_decent_similarity
3952,49990,gyukaku,Gyu-kaku Mall Kelapa Gading,-6.156,106.909,gyukaku mkg,Gyu-Kaku MKG,-6.156,106.91,110.55,0.733,0.5,0.85,close_distance_decent_similarity
5211,4534,kojitiam,KOJITIAM - PURI,-6.186,106.746,kojitiam,Kojitiam,-6.186,106.745,110.55,1.0,1.0,0.85,close_distance_decent_similarity
5206,48814,koi teppanyaki,KOI TEPPANYAKI MOI,-6.151,106.892,koi teppanyaki,Koi Teppanyaki,-6.151,106.891,110.55,1.0,1.0,0.85,close_distance_decent_similarity
5203,18333,koi teppanyaki,KOI TEPPANYAKI ITC CEMPAKA MAS,-6.164,106.878,shokuyaku teppanyaki,Shokuyaku Teppanyaki,-6.164,106.877,110.55,0.345,0.5,0.6,relaxed_wide_net
8766,13786,rutsu,Rutsu,-6.172,106.822,rutsu dessert factory,Rutsu Dessert Factory,-6.172,106.821,110.55,0.549,0.333,0.85,close_contains_match
10581,14886,tauto kedungrasa,Tauto Kedungrasa - POSBLOC Jakarta,-6.167,106.833,tauto kedungrasa posbloc ,Tauto Kedungrasa PosBloc Jakarta,-6.167,106.834,110.55,0.807,0.667,0.85,close_distance_decent_similarity
9298,178,shaburi  kintan,SHABURI NEO SOHO,-6.176,106.79,kintan buffet central park,Kintan Buffet Central Park,-6.176,106.791,110.55,0.17,0.0,0.5,second_pass_relaxed
1935,17924, dunia steak,Cafe Dunia Steak ,-6.187,106.846,steak people ,Steak People Jakarta Pusat,-6.187,106.847,110.55,0.264,0.5,0.6,relaxed_wide_net
10170,17220,steak hotel by holycow,Steak Hotel by HOLYCOW! TKP Sabang,-6.183,106.824,steak hotel by holycow tkp sabang,Steak Hotel by HOLYCOW! TKP Sabang,-6.183,106.825,110.55,0.807,0.667,0.85,close_distance_decent_similarity
9022,3287,sate asin merapi ,SATE ASIN MERAPI TANJUNG DUREN,-6.177,106.783,sate asin merapi tanjung duren,Sate Asin Merapi Tanjung Duren,-6.177,106.784,110.55,0.749,0.6,0.85,close_distance_decent_similarity
11248,13029,warkop gading agam,WARKOP GADING AGAM-SEMANAN,-6.164,106.722,warkop gading agam  semanan,Warkop Gading Agam - Semanan,-6.164,106.723,110.55,0.845,0.75,0.85,close_distance_decent_similarity
10179,9125,steakation grogol,STEAKATION GROGOL,-6.164,106.793,bakmi grogol,Bakmi Grogol,-6.164,106.792,110.55,0.34,0.5,0.6,relaxed_wide_net
4887,19636,kebuli abuya,KEBULI ABUYA TANAH ABANG,-6.192,106.815,kebuli royal tanah abang,"Kebuli Royal, Tanah Abang",-6.192,106.814,110.55,0.247,0.0,0.5,second_pass_relaxed
2123,53966,chikuro,CHIKURO LIVING WORLD,-6.151,106.891,chikuro moi,Chikuro moi,-6.151,106.892,110.55,0.733,0.5,0.85,close_distance_decent_similarity
4034,3041,hana artisan   ,Hana Artisan Coffee & Eatery,-6.183,106.761,hana artisan   ,Hana Artisan Coffee & Eatery,-6.183,106.762,110.55,1.0,1.0,0.85,close_distance_decent_similarity
