Nama Restoran,Pricing,latitude,longitude
Ikan Bali Jimbaran,,-6.1258917,106.7122157
Mujigae - Kalideres,$$,-6.1308454,106.704784
warteg DD,,-6.1353525,106.712601
Chicken Inc Taman Permata Palem,,-6.1309553,106.7082211
Warteg Elok Bahari,$,-6.1512493,106.7308212
The Bale Daan Mogot,$$,-6.152982,106.7135099
Waroeng Bakmi BEJOE,,-6.1445664,106.7272125
Warteg Bumi Ayu,,-6.1383384,106.7375093
Saung bambu cafe and resto,,-6.1222598,106.6971139
Bonar fried chicken,,-6.1084684,106.7203715
NASI GORENG RAFA,,-6.1027068,106.6967726
Rumah Makan MJ 88,,-6.1260177,106.7168109
Magu Magu Chicken Menvo,,-6.1263869,106.7188846
Warteg Untung Jaya,,-6.1070518,106.7020982
Masakan betawi mpok kaneng,,-6.1076843,106.7005264
MAGAL Citra 6,,-6.1285112,106.7147381
Warteg Moro Kamben,,-6.1054065,106.7178588
Nasi Uduk Ayam Goreng Buni taman palem lestari,,-6.1240149,106.7098245
Nasi Goreng Gila 92,,-6.1313581,106.7171399
Warteg Aziz,,-6.1224718,106.6879686
Ayam Goreng Kremes Jogja,,-6.1423432,106.7070249
Bakso Goreng Makicia,,-6.1381283,106.7119086
Nasi Uduk dan Kuning Ibu Eroh,,-6.1430823,106.7068956
Fastfit - Citra Garden,,-6.1235295,106.7093812
Nasi Bebek & Ayam Khas Madura,,-6.1415868,106.7075228
Pempek Palembang 178,,-6.1317518,106.7088934
Soto 99 Sop,,-6.131358,106.7172159
Ayam Penyet 69,,-6.1298436,106.7162192
Juragan Takoyaki,,-6.1307998,106.7160047
Waroeng Pa Mo,,-6.1375152,106.7267252
Warume,,-6.1306399,106.716645
Warteg Barokah,,-6.136076,106.7455278
warteg Berkah mulia,,-6.1472424,106.7367352
"Warung Nasi Uduk Ala Betawi Nya"" Lamah",,-6.1316346,106.7087156
HARMONIS VEGETARIAN,,-6.1341676,106.7063085
Dapur Solo - Green Sedayu Mall,$$,-6.1394387,106.729116
Pojangmacha Korean Street Food,,-6.145602,106.6958554
UNCLE JO KFOOD,,-6.1391838,106.7289566
RM Ayam Bakar 7 Saudara,$$,-6.1501144,106.7151632
madebyfarah,,-6.1568877,106.701817
Warteg Juragan Watni,$,-6.1344011,106.7260244
Ayam Goreng Karawaci,$$,-6.1371628,106.7327591
Warteg Berhias,$,-6.1321497,106.7207683
Ojo Lali Soto Betawi,,-6.1490915,106.7215699
Ayam Penyet Mas Jan,,-6.1629676,106.73976
Warteg Ibu Sri,$,-6.1259746,106.7223194
Wahyoo Warteg Wijaya,,-6.1637959,106.7144534
Soto Sulung Madura Asli Mall Daan Mogot,$$,-6.1516099,106.7142428
Nasi Rawon Edan,,-6.1380261,106.7227339
Nasi Goreng Galunggung,$,-6.1435239,106.7371679
Jajan Dimsum,,-6.1547367,106.696907
MIE AYAM BANGKA & PEMPEK HIU79,,-6.1500781,106.7020312
NASI UDUK BETAWI MPOK TATI,,-6.1516708,106.7191098
Bakso Mantab Wonogiri,,-6.1467102,106.7336718
Nasi Uduk & Lontong Sayur Medan,,-6.1455816,106.6974355
Holycow! STEAKHOUSE By Chef Afit,$$,-6.1389246,106.7287098
Nasi Uduk Fadhil,,-6.157072,106.7134929
BCi Nasi Goreng Seafood,,-6.1311269,106.7367651
RM Ping-Ping 2,,-6.1635427,106.7193997
Sate Sukabumi,,-6.1346581,106.7262913
Kedai Bu RT,$$,-6.1467988,106.7023291
Soto Ayam Ceker Lamongan 444,,-6.1486182,106.7180595
Warteg BAHARI,,-6.147852,106.7144958
Nasi Kulit Gokil,,-6.1485508,106.735746
Warteg Budhe RT 03,,-6.160395,106.731168
Babe Roti,,-6.1613339,106.7382072
Shobat Dim Sum Citra 1,,-6.1456586,106.6959761
Sop Dan Soto Ibu Dewi,,-6.1441892,106.7209934
"Gado-Gado & Soto Betawi ""DM""",,-6.151254,106.714212
Warteg Dapur Gebot Pusat (Mall Taman Palem),,-6.1396496,106.7312375
Selah Ristorante,,-6.1907146,106.7470472
Gyu-Kaku Lippo Mall Puri,"Rp 250,000+",-6.1874022,106.7392357
Pearl Dimsum Daan Mogot,,-6.151137,106.7140365
Soto Kudus - Lamongan Cita Rasa,,-6.151809,106.714086
Bakso Tahu Pontianak,,-6.1466636,106.7345452
"Warung Nasi Uduk & Kuning ""NANA""",,-6.1351527,106.7286633
Seblak Tekwan Mercon Caca,,-6.1593488,106.7173702
Kedai Steak Nusantara Puri Kosambi,$$,-6.182649,106.7193738
Manse Korean Grill Greenlake,,-6.1795313,106.7087832
HokBen Kitchen Duri Kosambi,$$,-6.1651443,106.7249268
Rumah Makan Sinar Famili STT PLN,,-6.1700475,106.7274948
Mari's Steak - Duri Kosambi,,-6.1687774,106.7237501
Seafood 99,$$,-6.1689095,106.7237288
Wahyoo Warteg 09,,-6.1232766,106.6868327
Warteg Iis,,-6.1108721,106.7031286
"Warung Nasi ""Ibu Emi""",,-6.1300023,106.7017594
warung ayam bakar,,-6.1026578,106.6966293
Soto Betawi Yolanda,,-6.1080889,106.7099734
PASTACATO,,-6.194231,106.7248926
PUTIEN - Puri Indah Mall,,-6.1887066,106.7331387
Restaurant,,-6.1755328,106.7022525
Yusiniyu Citra 6,,-6.1229902,106.7099764
Foodpedia Citra 3,,-6.1270857,106.7048596
Sate Gila Atas Pohon Pecenongan,,-6.1305474,106.7166571
Saoenk Kito,€€,-6.1303885,106.7166434
Hay Thien Citra Garden 6,€€,-6.1233042,106.7103492
Warung Pempek Funny,,-6.1246575,106.7109727
Steak Nyamas Taman Palem,,-6.1340434,106.7155098
WARTEG SAMI ASIH 86,,-6.1640879,106.7020927
Wahyoo Warteg Karang Jaya,,-6.1068245,106.711825
Shabunabe,,-6.1325937,106.7105838
Rumah Makan Siti Nurbaya,,-6.1167939,106.7129245
Street Sushi Citra 8,€,-6.1217425,106.697227
Dapoer MIMA,,-6.1262675,106.7126072
Warteg Bahari,€,-6.1091619,106.701764
Fairy Garden - Mangga Besar,$$,-6.1492981,106.8195622
Season City Ruko sh BloK D-6,,-6.152667,106.7972261
Best Seafood Steam Hotpot Restaurant,,-6.1491162,106.8158096
Warteg Jaya Bahari,$,-6.1770193,106.710652
John & James Green Lake City,$$,-6.1787799,106.7118121
Homedelii,,-6.1346154,106.8017157
REMPA,,-6.1374896,106.8068108
Susucang,,-6.1515485,106.7871754
Coco Malatang Seasons City,,-6.1534123,106.796084
Ayam BAKAR BOSSQUE,,-6.1420795,106.8047351
Panggang ALIANG DUTA MAS,,-6.1496443,106.7798774
Seafood Wijaya THI,,-6.1462033,106.7845329
"Totlah, Taman Palem Lestari",,-6.1298031,106.7154163
Asinan Betawi CC / Jakarta Salad,,-6.1299302,106.7153118
abuba steak - citra garden,€€,-6.1252355,106.7116317
Berkat Dua Ikan Supplier Ikan dan Seafood,,-6.1292858,106.6902454
The Royal Jade Restaurant & Function Hall,$$,-6.1529605,106.7972135
Medan Pasar Ramai Restaurant,,-6.1417819,106.8176823
Pempek Palembang Awan - Duri Kosambi,,-6.170003,106.717248
Ayam Geprek LOL - Duri Kosambi,,-6.1732248,106.7218617
Warteg OKEM,,-6.1624472,106.7510507
Eko Warteg,,-6.1788407,106.7181083
Warjuk Mami Aka,,-6.1662262,106.72408
Soto Betawi Mpo Wiwi,,-6.1783896,106.719792
Warteg Nurul Faza,,-6.1895007,106.7208591
Dimsum Ndeso Duri Kosambi,,-6.1733805,106.7181129
Jia Hwa,,-6.1370345,106.8074177
Social Roof,,-6.1630237,106.7787101
Mala Awei,,-6.1433898,106.8116701
Chandra San Ik Restaurant,,-6.1421232,106.8125367
Kota Intan Baru Restaurant,,-6.1430707,106.8171381
Grand Sentosa Seafood Mangga Besar,$$,-6.1485686,106.8183318
Tokyo Kitchen,$$,-6.150041,106.818149
Papa Duck Restaurant,,-6.149986,106.8181151
Monster Restaurant,,-6.1460516,106.8163303
Menya Ichiza,$$,-6.1495238,106.8182503
Rumah Makan BAROKAH bumiayu,,-6.1299469,106.6963987
A&W taman Surya,€€,-6.1322267,106.7032346
"Warung ""Encik Ling Ling""",,-6.1201512,106.7055722
Nasgorin Taman Surya,,-6.1324828,106.7046111
Kwali negro,,-6.153935,106.8081799
Namy House Vegetarian,$$,-6.1483387,106.780204
Padang Merdeka,$$,-6.1358912,106.8138698
A Wen Seafood,,-6.144235,106.7876714
Chuan Tin (Special Lomie Hokkien),,-6.137418,106.80906
Bon Tongki Restaurant,,-6.1364001,106.8103162
DonBoBo x Bank of Tea,,-6.1376787,106.8067786
Kiki Cobra 68,,-6.1440794,106.8138624
WARTEG RAFA,,-6.1538127,106.8093067
Semangkoek Indonesia,,-6.150159,106.807325
Bubur Singkawang Borobudur,,-6.154977,106.790394
TASTE RESTAURANT,,-6.1604246,106.8200002
New Home Town Restaurant,$$,-6.1471498,106.817993
Kamseng Restaurant,$$,-6.1481822,106.8185915
Wahyoo Warung Nasi Putrai Jaya,,-6.1728604,106.7070847
Warteg Mba Jamilah,,-6.1691103,106.6981861
Wahyoo Warteg AL-Barokah,,-6.1658189,106.705416
Warteg Ibu Mawar,,-6.1728627,106.7195345
INI DIMSUM KALIDERES,,-6.171465,106.7070116
Warteg Indojaya,,-6.1690053,106.7200461
Rumah Makan Khas Madura Cak Wildan,,-6.1694636,106.7202649
Pempek deisy,,-6.1736557,106.7124656
Warteg Mas Sugeng,,-6.1027966,106.7075416
Ayam Gepuk Pak Gembus - Benda Raya,,-6.1044039,106.7079125
Sakaw Inc,,-6.1306871,106.7164127
PECEL LELE AMBYARRR MAS JOKO,,-6.1127181,106.7144682
Mama Liem Prasmanan & Chinese Food,,-6.1655208,106.7291561
Es Kacang Merah Asli Bangka Restaurant,,-6.1493224,106.7889762
Kofietiam Signature,,-6.1540927,106.8030084
Pempek Tenny,,-6.1363075,106.8081408
Nasi uduk Afung 66,,-6.15191,106.7873156
Adam Baso Sapi Asli,,-6.1378349,106.805529
Warung Aigoo,,-6.1478001,106.8118505
Ayam Penyet TUTI,,-6.1633081,106.7781472
Rm Pondok Hopeng,,-6.1377486,106.8071466
Ayam Penyet Medan,,-6.1627287,106.7982989
Bakmie Garing Vegetarian,$$,-6.1548303,106.7874583
Rumah Makan Ceria Bundo,$,-6.150553,106.8114401
"Nasi Tim Pasar Pagi ""AKIUN""",,-6.1440869,106.8130589
The DIMSUM IN,,-6.1622335,106.8273556
Pin Xiang Lou,,-6.1470788,106.8182958
Chiao Tung Restaurant,,-6.1491684,106.8170718
Sawasdee Thai Cuisine,,-6.1520413,106.8165181
Harmony Square Coffee Shop,,-6.1586612,106.8198888
Pojok Cici Dim Sum,,-6.1785957,106.7154469
Soto Betawi Kosambi,,-6.173762,106.712898
Ayam Melotot,,-6.1765533,106.7146877
Nasi Uduk Betawi Mpo Minah,,-6.1804466,106.7143223
Dimsum OmaQu,,-6.1687024,106.719443
Bubur Ayam Kampung & Mie Kangkung Hoset,,-6.13284,106.7184496
Pempek 811 Asli Palembang,,-6.1296459,106.7158086
Warung Pecel Lele Marciano Putra,,-6.1332188,106.7090569
Ayam Goreng Bakar Geprek Gendeng,,-6.1615809,106.7837354
Dim sum choie,,-6.1405458,106.8129464
Lau Pan Restaurant,,-6.1364001,106.8103162
Warteg Safari Bandengan,$,-6.1361666,106.8036261
Tio Ciu 99 - Chinese Food Restaurant,,-6.141672,106.8138963
Mie Ayam & Es Tebu Restaurant,,-6.1511464,106.7886487
Spice Market Restaurant,,-6.1324771,106.8098889
Nasi Uduk Ayam Bakar,,-6.147436,106.7903572
Soto dan Sop Khas Betawi Bang Rojak Jelambar Baru,,-6.1548617,106.7878908
Fastfood Restaurant,,-6.1472695,106.7611597
Medit Ikan Bakar Dan Seafood Restaurant,,-6.1493088,106.8159695
Asun seafood restaurant,,-6.1469663,106.8176234
Sanki Bubur,$$,-6.1477888,106.8182854
Hongkong Restaurant,,-6.148235,106.818596
BEAUTY HOTPOT RESTAURANT,,-6.1475398,106.8146383
Sate Padang Bayang Nadya,,-6.1790454,106.721779
Ayam Jaen Gemes,,-6.1690937,106.7192903
Warung Jan Mirah Mie Ayam Bakso Soto,,-6.1609171,106.6899134
Soto Bude Thur,,-6.1651805,106.6933326
MF Sushi Cafe -Green Lake City,,-6.1800388,106.71126
Seruput Cafe & Restaurant,,-6.1542231,106.7967559
Dendeng Babi Goreng Restaurant,,-6.1481013,106.7802482
Fast Food Restaurant,,-6.1422591,106.8000719
Mie Ayam Restaurant,,-6.1478628,106.8101068
warung nasi pekalongan,,-6.1465324,106.7921088
Jiang Nan,,-6.1458414,106.817196
Warisan Indonesian Soul Food,,-6.1517718,106.8165468
Sushi Yay!,,-6.1551936,106.8208958
Meet Up Bar & Restaurant,,-6.1465544,106.8157058
Hoho Pio Restaurant,,-6.1417819,106.8176823
Sushi Kyuri,,-6.1492712,106.8204761
Malaka,,-6.1325429,106.8106133
Kantin Fortuna,,-6.14074,106.8142093
Bakmi A'an dan Ayam Rebus Ahong,,-6.144587,106.8118979
Raja Cobra,,-6.1494538,106.8189389
何堂私廚 Ho Tang Private Restaurant,,-6.1481176,106.8149309
Simply Veggie,,-6.148591,106.7809895
Hokben Kiosk Mall Taman Palem,,-6.1391935,106.7315521
Toppoki Buchae Kapuk,,-6.1338605,106.749733
Ayam Makjozz,,-6.1287174,106.7262689
Kroket Tante Corry,,-6.138416,106.7167292
Ikan Bakar Pesisir Jakarta,,-6.1368092,106.7126953
SOP TULANG NUSANTARA,,-6.1654006,106.7268371
Toapui Ricebowl,,-6.1763367,106.7853901
UNION Central Park,,-6.1777931,106.7900919
Suji - Suan Cai Yu | Hublife Jakarta,,-6.1807912,106.792018
SUSHI GO! CITRALAND,,-6.1682948,106.7869016
Reddog Ciputra - Citraland,,-6.1682041,106.786532
Tián Banana 甜 x 13coffee,,-6.1757895,106.7878177
Bebek Tepi Sawah,,-6.1750545,106.7899974
Steak 21 Buffet Taman Anggrek,$$,-6.1779741,106.792646
WARTEG DUREN JAYA,,-6.1702733,106.7864519
Shabu - Shabu Oriental Gepeng,,-6.167532,106.789805
Smile Kimbab Mall Taman Anggrek 스마일 김밥,,-6.1785831,106.7922128
Warung Talaga Kemanggisan,,-6.1823141,106.7950274
Bakmi Ayam Kampung Djatinegara,,-6.1781459,106.7924168
Kepiting Sumo - Neo Soho,,-6.1747774,106.7900654
Wingstop - Neo Soho,,-6.1747583,106.7896657
Marugame Udon Mall Taman Anggrek,,-6.1772569,106.7928506
BPK Berastagi Mall Taman Anggrek Jakarta,,-6.1783045,106.7919021
Oishiwa Transmart Central Park LG,,-6.176987,106.7911609
Strawberry Cafe Greenville,$$,-6.1691699,106.7750602
Echok Resto,,-6.1645773,106.7632122
IKEA Mal Taman Anggrek,,-6.1778043,106.7927175
"Dapur SOBA, Dapurnya Soto Bakso",,-6.1739845,106.7787124
Soto Semarang Metro,$,-6.1734082,106.7803793
Oppa Dosirak Mall Ciputra,,-6.1683314,106.7867397
Wendy's - NEO SOHO,$$,-6.1747582,106.7896741
Sate & Tongseng Solo Pak Yanto,,-6.1821815,106.7877742
Seroja Baru - Mall Taman Anggrek,,-6.177589,106.792837
Soto Tangkar & Sate Kuah Aneka Sari,,-6.1670996,106.7793011
Rumah Makan Vegetarian Borobudur,,-6.1544927,106.7874765
Warteg Jaya Bahari Green Garden,,-6.1631317,106.76269
Yummy Choi,,-6.168602,106.7719923
Warteg Nano,,-6.1653542,106.7647611
Hokkian Lo Mie APIAN,$$,-6.169828,106.7747816
PISMANIS Taman Ratu,,-6.1695297,106.7682783
Es Shanghai,$$,-6.161032,106.7871061
Nasi Uduk Ncing,,-6.1648635,106.7648299
Warteg 99,$,-6.1549041,106.7690202
"Nasi Uduk Babe, Kedoya",,-6.1640458,106.7726589
Warung Makan Baik,$,-6.1642596,106.7648403
Kantin Nicora Utama,,-6.1654596,106.7779805
Gajah Mada Food Street,$$,-6.1562721,106.817938
Warteg Mugi Jaya,,-6.152873,106.8184993
Warteg Jono,,-6.1540616,106.8208478
Bakmie Toto,,-6.153298,106.82276
Ayam Penyet Mama Azzam,,-6.1555496,106.813434
Toastbox Mall Taman Anggrek,,-6.1787763,106.7927045
Starfood And Fun Restaurant,,-6.1737642,106.7959618
Beterfood Karta Makmur. PT,,-6.178186,106.7994429
Heat Eat Repeat MTA,,-6.1783195,106.7926905
"Rumah Makan Pak Kliwon, Sedia Bakso, Mie Ayam, dan Nasi Goreng",,-6.1743993,106.7837102
warung nasi uduk cing lani,,-6.172179,106.7971016
Ayam penyet Sambel Ijo Ibu Tari,,-6.1675203,106.7897547
DIMSUM KITA,,-6.1689659,106.783065
Soto Ayam Surabaya Ca Aris,,-6.157679,106.779773
Dimsum Dede Suryaman,,-6.167642,106.789841
soto susu kribo,,-6.162369,106.76261
nasi uduk lontong sayur stevanus,,-6.1581856,106.7787948
Soto Mie Bogor Kang Kamil Jelambar,$$,-6.1616779,106.7829935
Pecel Ayam Nasi Uduk Nursaman,,-6.1677066,106.7900186
Sop Ikan Batam,,-6.155021,106.79058
Siomay Giri - ikan tenggiri asli,,-6.167658,106.7861954
Din-Din Dimsum,,-6.1603589,106.7895985
Dimsum Kesan Kitchen,,-6.1604675,106.7858344
Fuku Ichi,,-6.1802934,106.7926253
Nasi Loca - Tanjung Duren,,-6.1736426,106.783422
PUTIEN - Sawah Besar,$$$,-6.1607256,106.8246318
NASI GORENG GILA ALIF,,-6.1615354,106.7821268
Warteg Muhid Puraseda,,-6.1548425,106.7893408
BuBur Ayam khas Cianjur cie Embul,,-6.1664814,106.7644242
Kantin Soto Dan Bakso Pak Kirno Taman S. Parman,,-6.1694765,106.7894861
Soto Kudus Panjunan,,-6.1596575,106.7842263
Sate & Sop Madura Saipul,,-6.1647573,106.7721808
BANANION pisang goreng,,-6.1696044,106.7669096
Nakamura Sushi Ponirun,,-6.167534,106.789807
Pecel Ayam Ratiman,,-6.1659563,106.7906082
Bubur Ayam Spesial Amin,,-6.167545,106.789778
Rumah Basamo,,-6.1682332,106.7759308
Sate Padang Ken,,-6.1577432,106.7854032
Pondok Rangi Taman Ratu,,-6.1698913,106.7685438
Bakso Goreng iONG Tanjung Duren,,-6.173922,106.782569
NASI GORENG MERAH LOMPO,,-6.1848866,106.7742665
Bebek Kaleyo Kemanggisan,,-6.1956679,106.7823963
Ketupat Sayur Salero Padang,,-6.1884349,106.7858827
RM Padang Laksana Jaya,,-6.188134,106.7936019
Warung Bu Eti,,-6.1989488,106.785004
Bakso Malang Arema Kemanggisan,,-6.1954557,106.791264
RM. Mandala,,-6.1993493,106.7877843
MALACCA TOAST Kedoya,,-6.1791753,106.7666274
Nasi Uduk Kebon Kacang Hj. Ellya,,-6.1873035,106.7552455
Cheese Roll By AR,,-6.1731597,106.7727813
Bakmi Bangka Hao,,-6.1881247,106.7696797
Nasi Campur Afuk Puri Kembangan Pola Bugar,,-6.1817876,106.7580171
Mie Ayam Barokah,,-6.1809951,106.7693055
Ayam Kremes Bude,,-6.1799444,106.7634642
OOM TJIA PREMIUM POTATO CHIPS,,-6.1781405,106.7727559
Fish Village Greenville,,-6.1694183,106.7702768
Yang's Braised Chicken Rice Taman Ratu,,-6.1697207,106.7687323
HOKBEN KITCHEN GREEN GARDEN KEDOYA,,-6.1663903,106.7629611
Cafe Liwet | Restoran Nasi Liwet Jakarta,,-6.1572518,106.766632
Warung jawa Timur,,-6.1555404,106.7598125
Imperial Kitchen & Dimsum - Wang Plaza,,-6.1728273,106.7659917
kichen Gokil,,-6.1626521,106.7652409
Dapur Reny Rice Cooker (Store 1),,-6.163153,106.7504844
Cita Rasa Medan Restoran,,-6.1696803,106.7672118
Martabak Sari Bulan Asli Bangka,,-6.168969,106.7643656
WARTEG PASIFIK BAHARI,,-6.1674642,106.7632268
Warung Mama Aurel,,-6.1567165,106.7540404
Mi Cookery,,-6.164303,106.7706187
Warung Ipank Sambal Gledek,$$,-6.1548768,106.7684527
Dapur Waris,$$,-6.1878788,106.755689
Warung Nasi BUDE iiF,,-6.1863071,106.7614581
"Clover Kitchen, Taman Ratu",,-6.176901,106.7684549
Warung Nasi Uduk Betawi Mak Haji,,-6.1800736,106.77164
WARTEG88,,-6.1835476,106.7592503
Dimsum Bubu EL,,-6.1777043,106.7652543
WARBOL,,-6.1848349,106.7783645
Saung Greenville,$$,-6.1694564,106.7700787
Soto Betawi Kusuma Ayu - Kedoya,$$,-6.171127,106.7654647
RM SILAE,,-6.1695455,106.7691197
New Eka Jaya Sunrise Garden,,-6.1691742,106.7649793
WKB Jl. Karya Raya grogol petamburan,,-6.1617281,106.7758732
Mini Kopi Green Ville,,-6.171695,106.7756466
"Kwetiaw Sapi 78 Mangga Besar , Green Ville",,-6.1739608,106.7783539
angkringan khas solo mba tika,,-6.1735081,106.7869936
Bakmie Appa,,-6.1708644,106.7870979
nasi bebek dan ayam goreng cak rahmad madura,,-6.173147,106.7868222
Warteg Barokah,,-6.1739667,106.7781902
MatoMato,,-6.172895,106.7667467
Yoshinoya Wang Plaza,,-6.1728083,106.7659712
Bakmi Ationg,$$,-6.1720347,106.7616709
FUK KEE Nasi Ayam Hainam Kedoya,,-6.1816895,106.7577748
Nasi Uduk Budhe Sri,,-6.1729195,106.7590514
Warteg Boga Rasa,,-6.1805339,106.7807047
Pecel Lele / Ayam Neng Ulfa,,-6.1842888,106.7682776
Dimsum Embal Embul,,-6.1787607,106.7608564
Warteg Asan Gondrong,,-6.1749997,106.7568356
UFO burger jakarta greenville,,-6.1667586,106.7672384
Omah Majapahit Kedoya Express,,-6.1648441,106.7601674
Pempek Tjik Wan 96,,-6.169207,106.7706307
AYAM GORENG TAMAN KOTA,,-6.1599851,106.7566074
RM Ampera Saiyo,,-6.1579461,106.7574212
Warteg Eni,,-6.1701111,106.7495505
Cipta Bundo,,-6.1706109,106.7734159
Warteg Bahari 23,,-6.1618976,106.7503698
Soto Sokaraja Asli _ Manna Kitchen,,-6.1864659,106.7786708
Distributor Dimsum Tara Kebon Jeruk,,-6.1814256,106.779121
"ayam bakar, ayam penyet & jus buah kedoya",,-6.1790255,106.7571993
Ayam Goreng Kremes Jogja,,-6.1750943,106.7763228
Warteg Mak Tina,,-6.1805572,106.766515
Kue Dongkal Jajanan Tradisional,,-6.1854098,106.7707713
Sansho Japanese Restaurant,,-6.1992323,106.7991643
Madam Lee Korean BBQ Kemanggisan,,-6.2007915,106.7824838
Warung Makan Mpo Mala,,-6.1969053,106.7953866
Paradise Kitchen,$,-6.2018204,106.7850739
Warteg Sabar Jaya,,-6.1917023,106.7920492
Warteg Naya,,-6.1899422,106.7928484
Warteg Kharisma Bahari (WKB) Jalan Budi Raya,,-6.1928361,106.782181
SATU Grill and Drinks,,-6.2000843,106.7878414
Raa Cha Suki & BBQ Plaza Slipi Jaya,,-6.1892285,106.7965926
DILELEIN,,-6.2005328,106.7864171
Warteg Putra Jaya Bahari (Kebon Jeruk),,-6.1969584,106.7751501
Warteg AW,$,-6.2002006,106.7847082
Bebek Kaleyo Express Grogol,,-6.1659722,106.7919148
MasakInn Kitchen,,-6.1542617,106.7931158
Warteg jaya jln krendang raya duri utara,,-6.1524222,106.8049991
Pondok Safari,,-6.162397,106.795533
Soto Jakarta Bang Udin,,-6.1622287,106.7968012
Wingstop Ciputra Mall,,-6.1684347,106.7866755
Depot Es Durian Nan Salero,,-6.1638123,106.7928573
Soto Tangkar,,-6.1588412,106.7926014
Nasi uduk Labirin /Noiz musik studio,,-6.1585072,106.7974396
RM Takana Juo (Masakan Padang),,-6.1641301,106.7651491
Soto Tangkar Pak Kumis - Bogor,,-6.1639442,106.7725079
Pempek Violen,,-6.1599973,106.7733366
Warung Tegal (Warteg),,-6.1555871,106.7582899
Ayam Goreng OmBewok (Taman Kuliner PKL Indosiar),,-6.1657429,106.7757347
Sate Bali Taman Ratu,,-6.1699235,106.7660262
Mie Ayam & Bakso PAK D'HERY,,-6.170752,106.748738
"Ichi Ramen, Duri Kepa",,-6.1629509,106.77154
Nasi Goreng Moro Kangen,,-6.1682037,106.7676543
Bakoel Seblak & Baso Bakar,,-6.1625879,106.7489437
Rumah Makan Tawon,,-6.168253,106.758936
Warung Nasi Mba Mul,,-6.1716336,106.7691296
Nasi Goreng Kopral Pesing Poglar,,-6.1579919,106.7666284
Warung Mami,$,-6.1611501,106.7650489
WarSun,,-6.1674309,106.7637239
Cendol Pandan - Duta Buah Green Garden,,-6.161946,106.7626572
Rumah Makan Jia Jia Chinese Food,,-6.1655004,106.7711527
Takoyaki Tanaka-san Jelambar,,-6.15509,106.7924894
LET'S TOAST - KEMANGGISAN,,-6.1892656,106.7829475
Pudding Sichantiek,$$,-6.1832062,106.7876964
Nasi Goreng Jamet,,-6.1953621,106.7753195
Kantin Esa Unggul,,-6.1843237,106.7792735
Warung Mama Elin,,-6.1897912,106.784687
Seblak Julid,,-6.1884342,106.7766711
Oishii Yakitori,,-6.2008063,106.7826372
Warteg 58,,-6.1994772,106.7847295
Warteg ORTEGA,,-6.1943096,106.7913615
Ayam & Bebek Bakar Tosiga,,-6.1930405,106.7796854
Sempol Ayam Khas Malang Putri,,-6.1950035,106.787739
Vhie Takoyaki,,-6.1926857,106.7757707
Bubur Ayam Awien,,-6.200142,106.7846506
Ayam Bakar Taliwang dan Soto Tangkar,,-6.196477,106.7962104
Warteg Kharisma Bahari,,-6.1943181,106.7915932
